Student_name,Student_letter_grade,Student_final_grade,final_exam_score,midterm_grade,midterm_letter_grade,midterm_exam_score,weely_hours_spent_studying _class,weekly_hours_spent_studying_general,weekly_hw_hours_general,weekly_hours_on_hw_class,effort_in_class,effort_outof_class,Study_group,Weekly_time_with_SG,low_sleep,high_sleep,exercise,taken_class_before,feelings_towards_teacher,student_height,student_weight,student_eyecolor,student_average_hw_grade,student_ID,student_credit_hours,student_nickname,student_nickname_ID,student_gpa,student_gpa_before,student_gpa_after,student_seated_row,student_seated_side,A
Abiha Skinner,D,62.87,75.55,58,F,50.46,7,18,20,13,Medium,High,N,30,4,10,Y,Y,,below average height,62.61,green,56,7VN1UO,18,Dhruv,Dhruv7VN1UO,2.51,2.51,3.63,1,Left,
Myron Summers,F,30.51,17.06,58,F,96.57,5,3,9,0,High,Medium,Y,6,1,9,Y,Y,,short,167.95,green,97,X5TSKK,21,Poppie,PoppieX5TSKK,0.74,0.74,2.26,10,Mid,
Deborah Beasley,F,20.22,55.42,88,B+,66.77,10,4,13,13,Low,Medium,Y,32,2,11,N,N,,tall,212.91,green,28,38H1E0,9,Isla-Rose,Isla-Rose38H1E0,1.87,1.87,1.81,5,Left,
Ishaaq Rose,D+,66.78,19.62,98,A,99.03,18,4,14,0,Medium,Low,Y,27,5,11,Y,Y,,about average height,17.06,green,29,HT1TRN,21,Helena,HelenaHT1TRN,3.98,3.98,2.62,16,Left,
Lillie-Rose Couch,A-,90.25,35.77,97,A,49.55,1,6,5,11,Medium,Low,N,8,4,11,N,Y,,tall,138.95,green,50,0YD2AE,16,Gregg,Gregg0YD2AE,2.39,2.39,0.93,16,Left,
Rupert Hulme,F,49.26,60.11,45,F,90.51,13,11,16,9,Medium,High,Y,21,4,7,Y,N,,about average height,258.11,blue,15,BJVWAB,2,Philippa,PhilippaBJVWAB,2.30,2.30,2.67,4,Right,
Aydin Briggs,A,97.28,20.79,67,D,30.89,13,16,17,0,Low,Low,Y,16,1,11,N,N,,tallish,193.26,brown,52,IYL6G3,19,Milly,MillyIYL6G3,0.58,0.58,3.74,16,Left,
Cindy Wardle,D,66.43,47.54,83,B,84.87,15,7,5,17,Low,Medium,Y,36,5,11,Y,N,,about average height,109.74,green,45,7LQJ52,12,Cleo,Cleo7LQJ52,0.86,0.86,3.33,6,Left,
Ignacy Murray,F,45.26,99.31,53,F,70.63,13,14,14,2,Low,High,N,33,4,11,N,Y,,above average height,105.37,green,61,214UPU,17,Tre,Tre214UPU,3.52,3.52,1.55,12,Right,
Hubert Dickens,F,48.56,85.56,68,D+,35.01,10,7,11,12,Low,High,N,37,2,11,Y,Y,,below average height,268.18,green,96,FYNZ13,24,Shakira,ShakiraFYNZ13,3.29,3.29,3.54,3,Right,
Kristie Noble,D+,69.16,63.77,64,D,27.64,13,7,13,0,High,Medium,N,5,2,9,N,N,,short,165.21,green,96,XFZK96,15,Luke,LukeXFZK96,1.05,1.05,3.29,16,Right,
Sami Webster,F,11.71,13.96,78,C+,62.28,20,7,18,18,Medium,Medium,Y,15,3,8,Y,Y,,shortish,126.55,green,80,YC6Z9G,4,Maegan,MaeganYC6Z9G,2.08,2.08,2.82,13,Mid,
Halimah Patrick,D+,69.23,8.26,67,D+,55.57,8,15,4,12,High,Medium,N,2,1,9,N,Y,,medium height,80.69,blue,5,44VM4K,17,Elsie-May,Elsie-May44VM4K,0.56,0.56,0.76,8,Right,
Maddy Ahmad,F,40.06,22.09,89,B+,8.18,15,17,1,3,Low,High,N,36,6,8,Y,Y,,medium height,80.68,blue,44,T2Q2SV,18,Kacie,KacieT2Q2SV,0.86,0.86,3.32,9,Right,
Breanna Mcintosh,D-,59.65,25.84,0,F,70.63,14,16,19,20,High,Low,N,31,1,8,N,Y,,about average height,149.50,blue,77,D43YB9,16,Johanna,JohannaD43YB9,0.44,0.44,2.88,9,Mid,
Klara Adams,F,9.67,8.39,76,C,71.72,9,5,14,5,High,Low,Y,29,5,7,N,Y,,medium height,217.14,green,65,P4LPMU,21,Sebastien,SebastienP4LPMU,1.00,1.00,0.71,16,Right,
Kristin Bowers,A,93.80,80.80,56,F,66.97,16,18,14,20,Low,High,N,24,2,10,N,Y,,below average height,160.81,blue,19,X7MNT0,21,Mercy,MercyX7MNT0,0.95,0.95,0.70,4,Right,
Syed Gray,F,20.36,55.30,47,F,66.88,5,4,11,8,Medium,Low,Y,31,3,8,Y,Y,,above average height,115.69,brown,66,XHS5JW,16,Hudson,HudsonXHS5JW,2.59,2.59,1.24,13,Left,
Cohan Derrick,F,45.76,44.46,89,B+,25.28,13,5,15,16,Medium,High,Y,24,5,8,N,Y,,above average height,151.60,green,3,SL7DDC,17,Chantel,ChantelSL7DDC,2.80,2.80,3.42,15,Right,
Shea Irvine,F,12.97,66.71,91,A-,72.83,20,0,2,14,High,High,N,2,6,9,Y,Y,,above average height,90.14,blue,17,G505QZ,24,Ishaan,IshaanG505QZ,3.42,3.42,3.90,7,Mid,
Jeffrey Reeves,B,85.95,90.97,59,F,96.29,1,3,3,12,Low,High,Y,5,6,9,N,Y,,shortish,50.93,green,29,ZADE9Q,5,Lyla-Rose,Lyla-RoseZADE9Q,1.61,1.61,3.98,14,Left,
Vivienne Curran,F,54.27,87.40,64,D,12.10,17,16,20,10,High,High,Y,2,6,10,Y,N,,very tall,266.85,blue,100,1VK89O,11,Rick,Rick1VK89O,0.13,0.13,0.64,4,Mid,
River Devlin,D+,68.98,98.24,89,B+,79.90,2,8,2,9,Low,Low,N,20,6,8,Y,Y,,about average height,281.62,blue,42,7BKR6F,11,Faye,Faye7BKR6F,3.11,3.11,2.43,9,Right,
Kelsea Healy,F,29.75,28.96,93,A-,75.93,12,10,16,10,High,High,Y,13,2,10,Y,N,,short,292.15,green,30,6XGVUE,23,Saffa,Saffa6XGVUE,2.92,2.92,3.72,16,Left,
Saffa Woodward,F,49.44,28.98,67,D,48.38,18,7,17,20,High,Low,Y,7,3,10,Y,Y,,short,117.44,brown,29,1D36O6,10,Milana,Milana1D36O6,0.17,0.17,2.62,9,Mid,
Nancie Coffey,D+,69.44,9.62,97,A,57.96,7,11,16,2,Low,Low,N,19,3,10,N,N,,shortish,256.19,brown,41,EANL0F,17,Wilbur,WilburEANL0F,2.99,2.99,3.08,15,Left,
Cali Samuels,F,39.32,40.83,2,F,57.74,4,1,18,15,Medium,Medium,Y,11,6,7,Y,Y,,about average height,284.81,brown,31,WROW8I,15,Weronika,WeronikaWROW8I,1.46,1.46,2.16,4,Mid,
Tommy-Lee Rasmussen,F,56.22,0.18,72,C-,10.73,4,11,17,7,Low,High,N,39,2,7,Y,Y,,about average height,208.73,brown,43,XPVC8S,11,Yisroel,YisroelXPVC8S,3.88,3.88,2.54,7,Right,
Oran Hamer,F,12.59,18.88,72,C-,12.08,3,18,11,16,Medium,Low,N,3,1,9,N,N,,tall,234.60,blue,74,UGUY3W,14,Theodor,TheodorUGUY3W,0.45,0.45,2.29,13,Left,
Randy Woods,F,1.84,72.53,15,F,46.53,7,0,10,1,Low,Low,Y,12,2,10,N,N,,very short,249.09,green,96,IOPOR7,15,Melinda,MelindaIOPOR7,2.76,2.76,0.28,13,Right,
Nojus Boyce,F,21.86,79.05,37,F,20.72,4,20,1,0,High,Medium,Y,7,6,10,Y,N,,below average height,199.18,brown,87,CH2BAL,16,Imogen,ImogenCH2BAL,1.78,1.78,0.27,9,Right,
Hamza Eastwood,D-,61.76,63.66,95,A,7.62,14,9,11,17,High,Medium,N,17,5,9,Y,Y,,medium height,247.03,brown,26,OQK1C7,20,Aminah,AminahOQK1C7,0.26,0.26,1.36,12,Right,
Regan Henderson,F,28.91,36.79,43,F,37.34,6,15,1,14,Low,Low,N,39,2,9,Y,N,,about average height,131.47,brown,20,WJLZJM,23,Myron,MyronWJLZJM,2.27,2.27,1.28,6,Mid,
Damon Prince,A,94.78,36.68,78,C+,43.57,6,6,3,17,Low,High,N,9,1,7,N,Y,,about average height,258.77,blue,77,KH5FWW,22,Asa,AsaKH5FWW,0.60,0.60,1.85,15,Left,
Harley Watson,F,40.29,31.43,8,F,9.63,20,4,10,12,High,Low,N,18,1,10,Y,Y,,shortish,95.76,green,76,FLUDRC,24,Devon,DevonFLUDRC,1.50,1.50,2.18,12,Left,
Ayisha Cash,D,63.98,13.95,34,F,44.89,17,11,18,9,Medium,High,Y,10,6,8,N,Y,,medium height,12.50,brown,91,T5N6D9,17,Isaak,IsaakT5N6D9,1.13,1.13,0.36,6,Left,
Freya Young,A,96.61,54.25,21,F,66.79,11,4,5,8,High,Medium,Y,35,1,9,Y,Y,,tall,185.76,brown,86,MAQFMQ,7,Tanvir,TanvirMAQFMQ,3.69,3.69,1.35,12,Left,
Talitha Savage,F,8.09,72.25,65,D,45.58,5,2,14,6,Low,Medium,N,14,1,11,Y,Y,,very short,243.49,blue,58,OW7INO,8,Mina,MinaOW7INO,3.90,3.90,3.94,9,Right,
Elodie Mellor,F,48.23,85.37,87,B,72.18,5,15,5,14,Low,Low,N,33,5,10,Y,N,,medium height,281.54,blue,79,UB7STF,12,Jayne,JayneUB7STF,3.43,3.43,2.01,5,Mid,
Fearne Hunter,F,28.86,55.63,93,A-,64.23,8,11,17,18,Low,Medium,N,37,5,8,Y,Y,,tall,45.49,blue,74,KX3VHE,14,Josie,JosieKX3VHE,3.02,3.02,2.49,3,Mid,
Jessie Hays,F,24.12,99.93,54,F,60.21,10,13,12,10,High,High,N,35,1,8,Y,Y,,about average height,96.35,green,57,EDH6BG,3,Donnell,DonnellEDH6BG,1.21,1.21,2.91,2,Right,
Laaibah Devine,F,22.88,97.62,34,F,56.52,11,16,16,15,High,Medium,N,19,6,10,Y,N,,shortish,149.73,brown,1,SAALEG,3,Darcie,DarcieSAALEG,2.74,2.74,2.27,11,Left,
Joni Prosser,A,93.40,95.30,79,C+,89.75,4,16,0,18,High,Medium,Y,26,3,9,Y,Y,,very short,86.87,blue,46,ARBXVJ,14,Gracie-May,Gracie-MayARBXVJ,3.50,3.50,1.85,12,Mid,
Reya Matthams,C+,78.98,87.11,7,F,90.28,4,17,7,18,High,Medium,Y,29,3,9,N,Y,,tall,178.10,green,26,BPICLT,12,Kamila,KamilaBPICLT,0.44,0.44,2.91,7,Mid,
Emre Murillo,F,57.28,4.30,85,B,80.65,15,19,9,10,Low,High,Y,21,4,8,Y,N,,above average height,195.53,green,12,HG88QW,16,Aamir,AamirHG88QW,1.95,1.95,0.53,8,Left,
Tylor Miranda,F,23.93,63.52,71,C-,34.31,20,9,4,12,High,Low,N,12,3,10,Y,Y,,about average height,127.01,green,35,5P2O4H,2,Ayat,Ayat5P2O4H,1.80,1.80,1.56,11,Mid,
Miguel Lopez,F,45.09,53.08,5,F,47.83,4,18,18,2,High,Low,Y,15,3,8,Y,N,,tall,229.33,blue,29,PHFBOM,18,Maria,MariaPHFBOM,2.65,2.65,3.22,5,Right,
Nikolas Reilly,F,49.98,97.46,59,F,2.78,17,8,13,19,Medium,Medium,Y,26,3,9,N,N,,tall,223.92,brown,40,1QY2Z7,16,Leanna,Leanna1QY2Z7,3.12,3.12,3.96,14,Mid,
Zayn Long,F,1.13,5.13,8,F,60.80,7,8,14,20,High,Low,N,17,3,11,N,Y,,short,93.98,blue,86,JJYZ6M,1,Kaelan,KaelanJJYZ6M,1.23,1.23,3.42,2,Right,
Bethanie Edwards,F,32.45,82.15,33,F,53.34,18,2,13,17,Low,Medium,Y,9,3,7,Y,Y,,above average height,156.77,blue,94,9T4RV9,21,Iram,Iram9T4RV9,3.19,3.19,1.84,11,Mid,
Krzysztof Macfarlane,F,59.00,78.82,17,F,71.63,14,12,7,20,High,Low,N,25,3,7,Y,Y,,below average height,231.21,green,38,E7TPQP,14,Elyse,ElyseE7TPQP,1.07,1.07,3.29,5,Right,
Onur Byers,B-,79.83,21.18,37,F,52.21,7,2,12,10,Low,High,Y,23,3,7,N,Y,,short,78.22,blue,75,SIDI3L,20,Loui,LouiSIDI3L,1.88,1.88,2.54,14,Left,
Aahil Smart,F,36.00,20.83,38,F,37.14,2,9,14,2,Medium,High,Y,13,3,9,Y,N,,below average height,221.47,blue,15,BNPRL3,20,Lilliana,LillianaBNPRL3,3.04,3.04,1.35,4,Left,
Madeleine Hawes,D+,69.14,63.83,84,B,33.53,4,14,10,19,Low,Medium,Y,6,4,9,N,N,,below average height,291.88,blue,44,N8XUM0,15,Lance,LanceN8XUM0,2.05,2.05,2.89,5,Left,
Ridwan Parsons,F,30.75,3.62,30,F,43.98,9,5,0,13,Medium,Medium,N,14,3,11,N,Y,,short,53.50,green,78,UNX4SS,12,Laith,LaithUNX4SS,0.36,0.36,2.06,7,Left,
Kwabena Jefferson,F,51.55,78.37,76,C,16.55,14,8,3,9,High,Medium,N,10,2,8,N,N,,above average height,111.05,brown,20,J9S8HQ,12,Sulayman,SulaymanJ9S8HQ,3.21,3.21,3.34,13,Mid,
Iona Mata,A,98.05,25.87,23,F,37.44,5,17,9,2,Low,Medium,Y,13,3,9,Y,N,,about average height,185.63,green,49,EQGJ1S,17,Diya,DiyaEQGJ1S,2.28,2.28,3.92,10,Left,
Steve Salas,D-,61.37,64.59,58,F,31.22,13,1,3,13,Low,Medium,Y,38,2,11,N,Y,,below average height,108.53,brown,46,RMZXDS,21,Xander,XanderRMZXDS,1.55,1.55,3.88,7,Right,
Roberta Wise,B,85.99,13.55,75,C,17.48,20,0,19,2,Medium,Low,Y,9,5,7,Y,Y,,short,121.07,blue,93,9DAILV,5,Caroline,Caroline9DAILV,3.95,3.95,3.23,11,Right,
Sama Cain,F,31.74,27.74,29,F,62.81,6,2,5,4,Low,Medium,N,21,6,8,Y,Y,,tallish,293.85,brown,27,ABHOK5,12,Nicholas,NicholasABHOK5,3.65,3.65,0.16,6,Right,
Meera Stevenson,F,34.79,19.92,57,F,60.74,17,9,3,11,High,Low,N,6,4,11,N,Y,,about average height,259.83,green,23,GT7KG9,17,Pascal,PascalGT7KG9,2.53,2.53,3.74,1,Left,
Mariella Cowan,A,94.02,5.64,95,A,10.38,19,12,10,8,High,Medium,N,11,3,8,Y,Y,,below average height,240.54,blue,66,V1104T,18,Esmai,EsmaiV1104T,0.83,0.83,3.58,3,Right,
Catrina Herring,F,22.96,17.51,23,F,94.34,5,6,5,9,Medium,Medium,N,21,1,10,N,N,,above average height,54.38,brown,39,OTENNY,19,Kairo,KairoOTENNY,2.22,2.22,1.98,10,Left,
Angel Lozano,F,52.52,76.36,9,F,52.31,11,10,19,11,Medium,Medium,Y,32,3,7,Y,N,,about average height,110.21,green,93,02XEOJ,11,Amritpal,Amritpal02XEOJ,2.57,2.57,2.36,9,Left,
Nico Fletcher,C+,77.91,81.30,67,D,77.70,16,6,1,19,Low,Low,Y,25,2,10,Y,N,,above average height,16.79,brown,10,8WXCVZ,24,Aqib,Aqib8WXCVZ,0.68,0.68,2.53,6,Left,
Aaron Crouch,A-,92.05,21.82,44,F,92.09,10,19,6,4,High,Low,Y,10,3,8,N,N,,above average height,203.84,blue,44,8FU3UL,6,Danyl,Danyl8FU3UL,2.32,2.32,2.28,10,Right,
Ahsan Mann,A,93.03,93.07,89,B+,35.25,6,4,8,20,High,Medium,Y,25,6,9,N,Y,,tall,151.83,blue,71,4JI2P1,5,Dana,Dana4JI2P1,0.08,0.08,3.88,14,Right,
Subhaan Plant,F,10.32,54.63,35,F,90.78,2,14,13,15,Low,High,Y,19,3,11,Y,N,,about average height,257.87,blue,87,RUCU2Y,12,Qasim,QasimRUCU2Y,2.07,2.07,3.52,2,Mid,
Kaydan Cochran,A-,91.34,43.73,78,C+,45.75,2,3,5,16,Low,Medium,Y,35,2,8,Y,N,,above average height,131.13,green,1,A8O3KF,2,Miya,MiyaA8O3KF,2.09,2.09,2.00,2,Mid,
Aneesah Hebert,F,46.18,86.30,6,F,94.34,13,1,8,20,Medium,High,N,5,4,11,N,Y,,shortish,186.23,brown,23,CKW6LD,17,Lucas,LucasCKW6LD,3.89,3.89,2.80,12,Right,
Julius Mcgowan,A,94.63,58.73,18,F,10.61,12,14,3,13,Low,High,N,11,2,9,N,N,,above average height,111.75,brown,8,JZWGI4,14,Tori,ToriJZWGI4,1.95,1.95,2.70,5,Left,
Andre Broughton,F,3.89,36.52,36,F,0.45,10,19,6,13,Medium,Medium,Y,36,6,7,N,N,,about average height,77.03,green,66,IMRK6C,23,Denis,DenisIMRK6C,2.34,2.34,3.30,5,Right,
Leigh Mckenna,C-,70.43,83.87,75,C,96.68,5,18,0,5,High,Medium,N,14,3,9,Y,Y,,medium height,279.37,blue,22,DCFV05,24,Yusef,YusefDCFV05,1.03,1.03,1.23,8,Left,
Korey Lister,F,39.92,37.32,78,C+,61.53,12,16,6,2,High,High,N,31,5,7,Y,Y,,about average height,260.40,brown,65,QZY9CE,18,Ruby-Rose,Ruby-RoseQZY9CE,2.58,2.58,3.37,7,Mid,
Harriette Salt,B+,89.01,89.90,36,F,30.37,12,6,0,8,Medium,Medium,Y,34,2,7,N,N,,medium height,74.77,blue,87,8P0VK7,16,Constance,Constance8P0VK7,3.53,3.53,1.89,16,Mid,
Nahla Leigh,F,4.92,67.67,19,F,27.04,17,11,17,17,Low,High,Y,11,5,7,Y,Y,,above average height,114.41,blue,48,9N7AKH,19,Bella,Bella9N7AKH,2.51,2.51,0.80,5,Mid,
Hywel Carlson,F,6.21,80.18,46,F,84.95,17,7,4,11,Medium,Low,N,24,2,9,Y,N,,below average height,21.25,brown,34,5FWWFL,3,Bill,Bill5FWWFL,0.63,0.63,0.28,16,Right,
Alexia Holden,F,37.75,92.03,40,F,82.70,17,12,5,6,Medium,Medium,N,35,2,7,Y,N,,very tall,198.25,green,67,UDRCT5,11,Cecily,CecilyUDRCT5,0.78,0.78,3.72,15,Right,
Iga Proctor,F,19.28,9.59,14,F,36.67,7,0,10,18,High,Low,Y,5,1,8,Y,N,,tall,66.94,brown,15,N6D9MA,11,Ronaldo,RonaldoN6D9MA,0.41,0.41,1.98,9,Right,
Kiah Gentry,B,86.32,81.16,28,F,79.78,9,17,13,14,Low,Medium,N,27,5,8,Y,Y,,medium height,139.95,blue,53,QFMQOW,7,Liam,LiamQFMQOW,1.70,1.70,0.90,3,Mid,
Claire Booker,D,66.17,24.73,69,D+,34.90,19,1,16,4,Low,Medium,N,27,5,7,Y,N,,about average height,15.43,brown,25,7INOUB,19,Gail,Gail7INOUB,2.58,2.58,3.74,12,Left,
Mariam Hills,D-,60.76,27.69,81,B-,54.79,0,3,8,14,Low,Low,N,2,4,8,Y,Y,,about average height,201.57,green,94,7STFKX,2,Aairah,Aairah7STFKX,1.79,1.79,3.37,3,Mid,
Dion Warren,F,14.30,56.37,32,F,63.38,7,11,11,8,Low,Medium,Y,38,4,7,N,Y,,short,27.91,blue,62,3VHEED,3,Layla,Layla3VHEED,0.74,0.74,1.95,8,Left,
Kobi Humphrey,D+,68.24,97.96,34,F,79.70,13,3,16,20,Low,High,Y,2,5,11,N,N,,about average height,32.19,blue,9,H6BGSA,13,Ariel,ArielH6BGSA,3.08,3.08,1.88,2,Left,
Maizie Hopkins,F,41.39,79.42,35,F,20.10,13,11,0,11,Low,Medium,N,28,1,10,N,N,,above average height,13.49,green,58,ALEGAR,17,Tommy-Lee,Tommy-LeeALEGAR,3.15,3.15,2.29,11,Left,
Anaya Cervantes,C-,71.76,96.30,72,C-,0.24,6,1,1,20,High,Medium,Y,31,2,8,Y,N,,tall,273.88,green,40,BXVJBP,17,Maddox,MaddoxBXVJBP,2.13,2.13,3.27,15,Mid,
Sharna Frederick,A,95.08,68.64,39,F,60.74,20,11,9,12,High,Medium,N,8,2,8,Y,Y,,medium height,50.58,blue,32,ICLTHG,24,Mikail,MikailICLTHG,0.56,0.56,3.41,16,Mid,
Daisy Walls,F,35.33,15.12,76,C,90.54,16,9,18,3,Low,Low,Y,38,2,7,N,Y,,tall,119.28,green,36,88QW5P,19,Syeda,Syeda88QW5P,3.94,3.94,2.14,15,Mid,
Cosmo Cartwright,F,13.42,1.39,82,B-,26.99,12,17,9,3,High,Medium,N,24,1,10,Y,N,,short,101.26,green,43,2O4HPH,16,Nina,Nina2O4HPH,3.79,3.79,3.16,11,Right,
Karan Sumner,D+,69.11,77.30,98,A,84.49,14,6,9,8,High,Medium,N,1,3,7,Y,Y,,short,36.18,brown,61,FBOM1Q,23,Steve,SteveFBOM1Q,0.15,0.15,2.62,12,Right,
Ryan Taylor,D+,68.09,31.09,14,F,85.98,19,5,1,1,High,Low,N,13,4,9,N,Y,,about average height,13.04,brown,27,Y2Z7JJ,9,Gabriel,GabrielY2Z7JJ,0.75,0.75,1.67,9,Left,
Zidan Dotson,F,12.01,41.04,56,F,76.85,10,0,11,0,Low,High,Y,36,3,7,N,Y,,above average height,217.94,green,21,YZ6M9T,17,Jareth,JarethYZ6M9T,3.22,3.22,1.07,3,Right,
Carina Ayala,F,52.60,57.34,25,F,66.05,8,20,8,11,Low,Medium,Y,7,1,11,N,Y,,about average height,247.65,green,6,4RV9E7,9,Nia,Nia4RV9E7,1.89,1.89,2.67,14,Right,
Ava-Mai Churchill,F,5.29,30.30,93,A,29.65,15,3,17,4,High,Medium,N,29,6,8,Y,Y,,medium height,219.20,blue,43,C998B1,2,Lyle,LyleC998B1,0.58,0.58,1.94,1,Mid,
Jodie Leon,F,26.66,17.69,95,A,75.93,18,9,11,11,Low,High,Y,34,2,11,Y,Y,,above average height,71.80,blue,66,W1M5V6,16,Saif,SaifW1M5V6,2.64,2.64,0.37,3,Mid,
Fionn Rowley,F,15.60,71.63,56,F,19.38,13,15,5,20,Medium,Low,Y,32,2,10,Y,N,,above average height,102.13,blue,65,8A4M6R,14,Kathleen,Kathleen8A4M6R,0.07,0.07,0.86,15,Mid,
Maheen Kendall,A,97.56,8.70,35,F,91.08,4,7,7,0,Medium,High,N,20,3,7,Y,N,,about average height,170.61,blue,93,GD5JD6,14,Jerome,JeromeGD5JD6,0.22,0.22,0.68,15,Right,
Fenton Potts,F,25.72,29.98,75,C,65.87,18,8,13,5,Medium,High,N,20,4,7,Y,N,,about average height,28.06,green,100,GNBB2T,17,Ariana,ArianaGNBB2T,2.01,2.01,3.76,10,Right,
Dane Dixon,F,21.55,65.92,45,F,41.93,2,3,7,18,High,Low,N,35,1,9,Y,Y,,short,96.05,blue,11,BR0AX9,4,Keanan,KeananBR0AX9,3.08,3.08,0.87,6,Left,
Solomon Morin,F,48.37,94.82,2,F,69.83,8,16,12,2,Low,Medium,N,13,4,7,N,Y,,above average height,40.21,brown,95,Z2KCA6,4,Yousaf,YousafZ2KCA6,2.46,2.46,0.45,4,Right,
Tamzin Donald,F,16.39,28.64,20,F,70.23,20,4,12,14,High,High,N,16,4,8,Y,N,,short,80.39,blue,5,IGWBSW,15,Jarod,JarodIGWBSW,3.90,3.90,3.63,11,Right,
Nathalie Noel,F,22.98,25.00,85,B,73.33,5,18,2,16,Low,High,Y,4,4,10,Y,Y,,tall,135.71,blue,88,T24ETU,15,Teo,TeoT24ETU,1.00,1.00,1.27,2,Left,
Kennedy Bravo,F,52.38,20.03,35,F,11.79,17,13,16,15,Medium,Low,Y,13,3,10,N,Y,,tall,142.64,green,34,074OZC,24,Payton,Payton074OZC,0.11,0.11,1.51,9,Left,
Ella-Mae Sherman,F,4.37,58.10,4,F,45.32,0,9,0,12,High,Low,Y,34,6,9,Y,N,,medium height,198.52,green,22,Q3ZSEK,17,Avery,AveryQ3ZSEK,1.90,1.90,1.10,8,Left,
Neelam Ruiz,B-,81.11,36.42,18,F,25.60,20,12,17,7,Medium,High,Y,37,6,11,Y,N,,medium height,188.85,brown,56,KJNC7C,23,Etta,EttaKJNC7C,0.79,0.79,0.70,5,Right,
Nathaniel Matthews,F,5.56,39.19,16,F,64.16,16,18,20,5,Medium,High,N,9,3,7,N,Y,,about average height,220.00,brown,75,X66HKM,24,Sarah-Louise,Sarah-LouiseX66HKM,2.98,2.98,1.61,11,Mid,
Liberty Stark,F,27.96,48.00,52,F,93.81,8,16,1,12,Low,Medium,N,12,3,9,N,Y,,about average height,95.86,green,25,GX82RF,9,Cassian,CassianGX82RF,3.22,3.22,0.35,7,Right,
Jose Kane,B-,80.82,90.53,15,F,11.01,14,1,11,0,Low,High,Y,27,3,8,Y,Y,,below average height,67.86,green,5,HVFIRY,21,Safa,SafaHVFIRY,3.17,3.17,1.51,15,Right,
Victor Stewart,D,65.68,87.43,33,F,91.86,18,4,13,1,Medium,Medium,Y,16,3,9,Y,Y,,tall,5.94,blue,64,DMD4N2,4,Alessia,AlessiaDMD4N2,0.18,0.18,1.60,9,Mid,
Esmay Burn,F,16.08,94.19,30,F,78.24,17,5,2,6,Low,High,Y,38,2,8,N,Y,,short,218.07,blue,65,1L8KAD,3,Selina,Selina1L8KAD,2.25,2.25,3.88,14,Left,
Hina Amin,F,42.15,21.95,51,F,72.05,7,2,13,15,High,Medium,N,17,1,11,Y,Y,,short,214.40,green,71,VDLHUS,20,Dalia,DaliaVDLHUS,1.71,1.71,0.14,13,Right,
Danial Mustafa,D,65.84,32.45,83,B-,52.67,8,12,0,1,Low,Medium,Y,23,4,8,Y,Y,,tallish,182.70,blue,86,7M3YV3,21,Ffion,Ffion7M3YV3,2.79,2.79,1.09,9,Right,
Robyn Whittington,F,4.65,9.81,33,F,79.52,6,10,12,4,Low,Low,Y,23,6,11,N,N,,shortish,185.76,blue,94,FP4W2J,15,Haydn,HaydnFP4W2J,2.20,2.20,3.08,7,Left,
Izabella Wilder,F,12.36,42.28,0,F,26.76,14,15,8,9,Medium,High,N,25,6,9,Y,Y,,medium height,119.86,brown,12,FZ1N15,5,Jago,JagoFZ1N15,1.28,1.28,0.76,11,Mid,
Ruby Kavanagh,F,34.18,79.79,82,B-,57.68,11,8,14,3,High,Low,N,5,6,10,Y,N,,tall,105.72,blue,31,B3PVWV,4,Jay-Jay,Jay-JayB3PVWV,0.10,0.10,1.36,10,Right,
Clifford Herman,B+,87.74,91.32,98,A,11.38,8,18,6,7,High,Medium,Y,21,1,11,Y,Y,,medium height,175.94,blue,32,YEJO9I,10,Corey,CoreyYEJO9I,0.14,0.14,1.01,14,Left,
Shaquille Hammond,F,2.61,85.80,29,F,37.20,16,5,1,19,High,Low,N,37,3,7,Y,N,,medium height,121.98,green,87,HSVXR8,11,Ned,NedHSVXR8,2.75,2.75,3.10,15,Right,
Bridie Oneill,F,19.76,33.70,33,F,89.14,7,6,12,7,High,Low,Y,22,2,7,N,N,,above average height,30.44,brown,12,JE3QS6,22,Catrin,CatrinJE3QS6,2.15,2.15,0.34,7,Right,
Sheridan Simmons,F,32.71,81.55,14,F,39.70,4,16,9,16,Low,Low,N,27,5,8,N,Y,,medium height,290.03,brown,82,QT30OY,12,Sahar,SaharQT30OY,2.09,2.09,1.12,8,Mid,
Eva Oconnell,F,0.14,61.66,74,C,67.04,12,10,10,7,High,Medium,N,6,2,9,Y,N,,shortish,24.11,brown,23,FFY4DW,3,Sophia,SophiaFFY4DW,1.74,1.74,1.79,6,Right,
George Kearns,C+,78.89,74.30,91,A-,8.58,2,16,14,5,Medium,Low,Y,36,5,9,Y,Y,,below average height,85.77,brown,32,AWCP7P,10,Iyla,IylaAWCP7P,2.49,2.49,1.07,9,Right,
Scott Holding,F,39.36,28.36,22,F,94.53,20,14,11,8,High,High,N,3,4,7,Y,N,,medium height,204.73,green,60,XS5T9Y,23,Dolores,DoloresXS5T9Y,2.95,2.95,2.76,4,Right,
Ela Villanueva,B,85.82,19.06,10,F,29.69,1,2,5,17,Low,Low,N,35,2,8,N,Y,,short,122.79,green,23,597FR1,17,Sophie,Sophie597FR1,1.58,1.58,2.09,11,Right,
